연도,순위,제목,개봉일,관객수,관람등급,줄거리,링크
2021,34,루카,21.06.17,"371,572",전체관람가,"바다 밖은 위험해?! 아니, 궁금해! 이탈리아 리비에라의 아름다운 해변 마을,바다 밖 세상이 궁금하지만, 두렵기도 한 호기심 많은 소년 `루카`자칭 인간세상 전문가 `알베르토`와 함께 모험을 감행하지만,물만 닿으면 바다 괴물로 변신하는 비밀 때문에 아슬아슬하기만 하다. 새로운 친구 `줄리아`와 함께 젤라또와 파스타를 실컷 먹고스쿠터 여행을 꿈꾸는 여름은 그저 즐겁기만 한데…과연 이들은 언제까지 비밀을 감출 수 있을까?함께라서 행복한 여름,우리들의 잊지 못할 모험이 시작된다!",https://movie.daum.net/moviedb/main?movieId=143553
2021,35,자산어보,21.03.31,"342,696",12세이상관람가,"“이 양반은 대역 죄인이니 너무 잘해줄 생각들 말어”순조 1년, 신유박해로 세상의 끝 흑산도로 유배된 ‘정약전’.호기심 많은 '정약전'은 그 곳에서 바다 생물에 매료되어 책을 쓰기로 한다. 이에 바다를 훤히 알고 있는 청년 어부 ‘창대’에게 도움을 구하지만‘창대’는 죄인을 도울 수 없다며 단칼에 거절한다.“내가 아는 지식과 너의 물고기 지식을 바꾸자""‘창대’가 혼자 글 공부를 하며 어려움을 겪고 있다는 것을 알게 된 ‘정약전’은서로의 지식을 거래하자고 제안하고거래라는 말에 ‘창대’는 못 이기는 척 받아들인다.둘은 티격태격하면서도 점차 서로의 스승이자 벗이 되어 간다.""너 공부해서 출세하고 싶지?""그러던 중 '창대'가 출세하기 위해 공부에 매진했다는 사실을 알게 된 '정약전'은 크게 실망한다.‘창대’ 역시 '정약전'과는 길이 다르다는 것을 깨닫고'정약전'의 곁을 떠나 세상 밖으로 나가고자 결심하는데...",https://movie.daum.net/moviedb/main?movieId=127893
2021,36,내일의 기억,21.04.21,"335,051",15세이상관람가,"깨어난 후, 다른 사람의 미래가 보이기 시작했다 사고로 기억을 잃은 채 깨어난 수진 옆엔자상한 남편 지훈이 그녀를 세심하게 돌봐주고 있다.그리고 집에 돌아온 후,마주친 이웃들의 위험한 미래가 보이기 시작하자 수진은 혼란에 빠진다.그러던 어느 날 길에서 만난 옛 직장 동료는수진을 걱정하며 지훈에 대한 믿기 힘든 소리를 하고,때마침 발견한 사진에서 사진 속 남편 자리엔 지훈이 아닌 다른 남자가 있다.설상가상 수진은 알 수 없는 남자가 자신을 위협하는 환영에 시달리는데……",https://movie.daum.net/moviedb/main?movieId=131515
2021,37,라야와 마지막 드래곤,21.03.04,"322,920",전체관람가,"인간과 드래곤이 평화롭게 공존하던 신비의 땅, 쿠만드라 왕국살아있는 모든 생명을 삼키는 악의 세력 '드룬'이 들이닥치자,드래곤들은 인간을 구하기 위해 스스로를 희생하고 전설 속으로 사라진다. 500년 후 부활한 '드룬'이 또다시 세상을 공포에 빠뜨리자,전사 ‘라야’는 분열된 쿠만드라를 구하기 위해전설 속 마지막 드래곤을 찾아 모험을 떠난다.그러나, ‘라야’는 험난한 여정을 겪으며 세상을 구하기 위해서는전설 속 드래곤보다 더 중요한 것이 있다는 것을 깨닫게 되는데…",https://movie.daum.net/moviedb/main?movieId=138218
2021,38,프리 가이 ,21.08.11,"313,842",12세이상관람가,"“내 안의 히어로가 깨어난다!”평범한 직장, 절친 그리고 한 잔의 커피.평화로운 일상 속 때론 총격전과 날강도가 나타나는버라이어티한 ‘프리시티’에 살고 있는 ‘가이’.그에겐 뭐 하나 부족한 것이 없었다.우연히 마주친 그녀에게 한눈에 반하기 전까지는…갖은 노력 끝에 다시 만난 그녀는‘가이’가 비디오 게임 ‘프리시티’에 사는 배경 캐릭터이고,이 세상은 곧 파괴될 거라 경고한다.혼란에 빠진 ‘가이’그러나 그는 ‘프리시티’의 파괴를 막기 위해더 이상 배경 캐릭터가 아닌, 히어로가 되기로 결심한다.올여름, 시원하게 터지는 상상초월 엔터테이닝 액션 블록버스터8월, 인생의 판을 바꿀 짜릿한 반란이 시작된다!",https://movie.daum.net/moviedb/main?movieId=131277
2021,39,더 스파이,21.04.28,"313,022",15세이상관람가,"전운이 감도는 1960년 냉전시대, 소련 군사정보국 ‘올레크 대령’은정부의 눈을 피해 핵전쟁 위기를 막을 중대 기밀을 CIA에 전하고자 한다.CIA는 MI6와 협력하여 소련의 기밀 문서를 입수하기 위해영국 사업가 ‘그레빌 윈’을 스파이로 고용해 잠입에 성공한다.정체를 감춘 채 런던과 모스크바를 오가는 ‘그레빌 윈’과 ‘올레크 대령’의은밀하고 위험한 관계가 계속될수록 KGB의 의심은 커져가는데...가장 평범한 사람의 가장 위대한 첩보 실화때론, 한 사람의 용기가 세상을 바꾼다!",https://movie.daum.net/moviedb/main?movieId=137958
2021,40,강릉,21.11.10,"306,809",청소년관람불가,"강릉 최대 조직의 `길석`평화와 의리를 중요시하며 질서 있게 살아가던 그의 앞에강릉 최대 리조트 소유권을 노린 남자 ‘민석’이 나타난다 첫 만남부터 서늘한 분위기가 감도는 둘,`민석`이 자신의 목표를 위해 본격적으로 움직이기 시작하면서두 조직 사이에는 겉잡을 수 없는 전쟁이 시작되는데..거친 운명 앞에 놓인 두 남자11월, 그들의 이야기가 시작된다",https://movie.daum.net/moviedb/main?movieId=145338
2021,41,정글 크루즈,21.07.28,"251,071",12세이상관람가,"<캐리비안의 해적> 디즈니 제작! 이번엔 아마존이다!미지의 세계 아마존에서 관광객들에게 최고의 스릴을 선사하는재치 넘치는 크루즈 선장 프랭크(드웨인 존슨).고대 아마존의 전설을 쫓아 영국에서 온 식물 탐험가 릴리 박사(에밀리 블런트)가의학의 미래를 바꿀 치유의 나무를 찾는 여정에 함께 할 것을 제안하면서,순탄치 않은 모험을 시작하게 된다.달라도 너무 다른 두 사람은 아름답지만 온갖 위험이 도사리는 열대우림으로 함께 모험을 떠나고수많은 역경과 초자연적인 힘을 마주하게 된다.고대 나무에 얽힌 비밀이 드러날수록 릴리와 프랭크는 더욱더 커다란 위험에 처하고인류의 운명도 위태로워지는데…전설을 믿는다면 저주도 믿어야 한다!",https://movie.daum.net/moviedb/main?movieId=129157
2021,42,명탐정 코난: 비색의 탄환,21.04.16,"232,871",12세이상관람가,"위험천만한 아카이 일가, 대집결!그들이 모두 모일 때, 운명은 뒤바뀐다! 전 세계인의 축제 WSG(World Sports Games)의 개최를 앞둔 일본.이를 기념해 시속 1,000km를 자랑하는 진공 초전도 리니어의 개통이 발표된다.모두가 이를 주목하는 가운데, WSG의 공식 후원사 대표들이 연쇄 납치를 당하고,코난은 이 사건이 15년 전 미국 보스턴에서 발생한WSG 연쇄 납치 사건과 관련이 있다는 것을 밝혀내는데…이를 지켜보는 아카이 슈이치와 FBI,그리고 절대로 만나서는 안 될 위험천만한 가족이 모인다.시속 1,000km로 질주하는 진공 초전도 리니어,범인과의 목숨을 건 마지막 결판이 펼쳐진다!",https://movie.daum.net/moviedb/main?movieId=141016
2021,43,캐시트럭,21.06.09,"231,992",청소년관람불가,"캐시트럭을 노리는 무장 강도에 의해 아들을 잃은 H(제이슨 스타뎀).분노에 휩싸인 그는 아들을 죽인 범인의 단서를 찾기 위해현금 호송 회사에 위장 취업한다.첫 임무부터 백발백중 사격 실력을 자랑하며,단숨에 에이스로 급부상한 H.캐시트럭을 노리는 자들을 하나 둘 처리하며,아들을 죽인 범인들과 점점 가까워지는데…자비는 없다, 분노에 가득 찬 응징만이 남았다.6월, 그의 분노가 폭발한다!",https://movie.daum.net/moviedb/main?movieId=144497
2021,44,크루즈 패밀리: 뉴 에이지,21.05.05,"230,057",전체관람가,"인류 최초 가족들의 새로운 세상을 향한 스펙터클한 모험이 시작된다! 동굴을 떠나 새로운 거주지를 찾아 나선 크루즈 패밀리.우여곡절 끝에 찾은 완벽한 트리 하우스에서 진화된 인류, 베터맨 패밀리와 마주한다.도구를 사용하고 ‘집’에서 안전하게 살아가는 지능형 베터맨 패밀리와맨손으로 사냥하고 자연과 함께 살아가는 본능형 크루즈 패밀리는너무나도 다른 삶의 방식으로 사사건건 부딪힌다.반면 처음으로 여자 사람친구를 만난 ‘이프’와 ‘던’은 가족들과 달리 우정을 쌓아가지만점점 두 가족에게 예상치 못한 위협이 닥쳐오는데…",https://movie.daum.net/moviedb/main?movieId=121250
2021,45,이스케이프 룸 2: 노 웨이 아웃,21.07.14,"223,313",15세이상관람가,"글로벌 흥행 시리즈의 완벽한 컴백!살아남은 자들을 노린 업그레이드된 게임이 시작된다! 출구 없는 탈출 게임에서 가까스로 살아남은 `조이`와 `벤`.게임을 설계한 의문의 조직 `미노스`의 실체를 밝히기 위해뉴욕에 도착한 두 사람은 정체불명의 남자에게 휘말려 지하철에 갇히고 만다.순간 다른 칸과 분리된 열차 안에는 초고압 전류가 흐르기 시작하고,그곳에 있는 6명 모두 게임의 생존자라는 것이 밝혀진다.목숨을 건 탈출 게임이 다시 시작됐음을 직감한 그들은뉴욕을 배경으로 벌어지는 극한의 상황에서살아남기 위한 사투를 벌이는데….",https://movie.daum.net/moviedb/main?movieId=145805
2021,46,"극장판 포켓몬스터: 정글의 아이, 코코",21.09.15,"213,913",전체관람가,포켓몬의 손에서 자라자신이 포켓몬이라고 믿는 소년 ‘코코’가처음 만나게 된 인간 소년 ‘지우’와파트너 포켓몬 ‘피카츄’의 친구가 되면서새로운 모험을 시작하게 되는 이야기,https://movie.daum.net/moviedb/main?movieId=147088
2021,47,극장판 짱구는 못말려: 격돌! 낙서왕국과 얼추 네 명의 용사들,21.09.15,"199,726",전체관람가,"아이들의 낙서가 사라져 붕괴 위기에 처한 낙서왕국은낙서 에너지를 모으기 위해 지구 침공을 시작한다.낙서왕국의 위험한 작전을 막기 위해지상의 용사로 선택 받은 짱구는그림에 생명을 불어넣는 ‘미라클 크레용’을 얻게 된다.쓰윽 쓰윽~ 그려 그려~!짱구가 미라클 크레용으로 그림을 그리자브리프, 가짜 이슬이 누나, 부리부리 용사가스케치북 밖으로 튀어나오는데..!과연, 크레용 용사 짱구는 낙서 용사들과 함께위험에 빠진 떡잎마을과 세계를 구할 수 있을까?!",https://movie.daum.net/moviedb/main?movieId=144508
2021,48,매트릭스: 리저렉션,21.12.22,"213,693",15세이상관람가,"선택은 당신의 것, 날아오를 시간이다!토마스 앤더슨은 ‘자신’의 현실이 물리적 구성개념인지 아니면 정신적 구성개념인지 알아내기 위해 이번에도 흰 토끼를 따라가야 한다.토마스, 아니 네오가 배운 게 있다면 비록 환상이라 할지라도 선택이야말로 매트릭스를 탈출할 유일한 길이라는 것이다.물론 네오는 무엇을 해야 할지 이미 알고 있다.그가 아직 모르는 사실은 이 새로운 버전의 매트릭스가 그 어느 때보다도 강력하고, 확고부동하고, 위험하다는 것이다.평범한 일상과 그 이면에 놓여 있는 또 다른 세계,두 개의 현실이 존재하는 세상에서 운명처럼 인류를 위해 다시 깨어난 구원자 네오.빨간 약과 파란 약 중 어떤 것을 선택할 것인가?",https://movie.daum.net/moviedb/main?movieId=137516
2021,49,방법: 재차의,21.07.28,"175,578",15세이상관람가,"되살아난 시체 '재차의'(在此矣)가 살인을 저질렀다! 살인사건 현장에서 피해자와 함께 용의자도 사체로 발견된다.그러나 용의자의 시신은 이미 3개월 전 사망한 것으로 밝혀져 경찰은 혼란에 빠진다.한편 미스터리를 추적하는 기자 임진희는 라디오 출연 중자신이 바로 그 살인사건의 진범이며 생방송 인터뷰를 진행하고 싶다는 전화를 받게 된다.경찰과 네티즌은 임진희 기자의 온라인 생방송을 일제히 주목하고인터뷰 당일 그 곳에 나타난 범인은 되살아난 시체 '재차의'에 의한 3번의 살인을 예고하는데…첫 번째 살인이 예고된 날,엄청난 수의 ‘재차의’ 군단이 나타나 무차별 습격을 시작하고총력 방어에 나선 경찰 당국은 속수무책으로 당하고 만다.과연 이들을 조종하고 있는 배후는 누구일까?올여름, 이들을 막아낼 유일한 ‘방법'(謗法)이 온다!",https://movie.daum.net/moviedb/main?movieId=139670
2021,50,새해전야,21.02.10,"171,500",12세이상관람가,이제까진 현.망.진.창!앞으로는 괜.찮.겠.죠?강력반에서 좌천되어 신변보호 업무를 떠 맡게 된 이혼 4년 차 자.만.추 형사 ‘지호’(김강우)와 이혼 소송 중 신변보호를 요청한 완벽주의 재활 트레이너 ‘효영’(유인나)현타와 함께 찾아온 번아웃에 아르헨티나로 도망친 현지 와인 배달원 ‘재헌’(유연석)과 일방적인 남친의 이별통보에 무작정 아르헨티나로 떠난 스키장 비정규직 ‘진아’(이연희)사기를 당해 결혼 자금 탈탈 털린 여행사 대표 ‘용찬’(이동휘)과 결혼을 앞두고 한국지사로 발령받아 온 대륙의 예비 신부 ‘야오린’(천두링)그리고 하나뿐인 남동생 국제결혼에 심란한 동생 바라기 예비 시누이 ‘용미’(염혜란)세상의 편견에 부딪혀 오랜 연인에게 미안한 패럴림픽 국가대표 ‘래환’(유태오)사랑 앞에 어떤 장애도 없다고 믿는 씩씩한 긍정퀸 원예사 ‘오월’(최수영)새해까지 남은 시간 일주일한 뼘 더 행복해지고 싶은 네 커플의 두렵지만 설렘 가득한 이야기가 시작된다!,https://movie.daum.net/moviedb/main?movieId=136572
2022,1,범죄도시2,22.05.18,"12,693,415",15세이상관람가,"“느낌 오지? 이 놈 잡아야 하는 거”가리봉동 소탕작전 후 4년 뒤,금천서 강력반은 베트남으로 도주한 용의자를 인도받아 오라는 미션을 받는다.괴물형사 ‘마석도’(마동석)와 ‘전일만’(최귀화) 반장은 현지 용의자에게서 수상함을 느끼고,그의 뒤에 무자비한 악행을 벌이는 ‘강해상’(손석구)이 있음을 알게 된다.‘마석도’와 금천서 강력반은 한국과 베트남을 오가며역대급 범죄를 저지르는 ‘강해상’을 본격적으로 쫓기 시작하는데...나쁜 놈들 잡는 데 국경 없다!통쾌하고 화끈한 범죄 소탕 작전이 다시 펼쳐진다!",https://movie.daum.net/moviedb/main?movieId=122749
2022,2,탑건: 매버릭,22.06.22,"8,177,452",12세이상관람가,"한순간의 실수도 용납되지 않는 하늘 위, 가장 압도적인 비행이 시작된다!최고의 파일럿이자 전설적인 인물 매버릭(톰 크루즈)은 자신이 졸업한 훈련학교 교관으로 발탁된다.그의 명성을 모르던 팀원들은 매버릭의 지시를 무시하지만 실전을 방불케 하는 상공 훈련에서 눈으로 봐도 믿기 힘든 전설적인 조종 실력에 모두가 압도된다.매버릭의 지휘아래 견고한 팀워크를 쌓아가던 팀원들에게 국경을 뛰어넘는 위험한 임무가 주어지자매버릭은 자신이 가르친 동료들과 함께 마지막이 될 지 모를 하늘 위 비행에 나서는데…",https://movie.daum.net/moviedb/main?movieId=114329
2022,3,아바타: 물의 길,22.12.14,"10,679,518",12세이상관람가,"<아바타: 물의 길>은 판도라 행성에서 '제이크 설리'와 '네이티리'가 이룬 가족이 겪게 되는 무자비한 위협과살아남기 위해 떠나야 하는 긴 여정과 전투,그리고 견뎌내야 할 상처에 대한 이야기를 그렸다.월드와이드 역대 흥행 순위 1위를 기록한 전편 <아바타>에 이어제임스 카메론 감독이 13년만에 선보이는 영화로,샘 워싱턴, 조 샐다나, 시고니 위버, 스티븐 랭, 케이트 윈슬렛이 출연하고존 랜도가 프로듀싱을 맡았다.",https://movie.daum.net/moviedb/main?movieId=62708
2022,4,한산: 용의 출현,22.07.27,"7,264,934",12세이상관람가,"나라의 운명을 바꿀 압도적 승리의 전투가 시작된다!1592년 4월, 조선은 임진왜란 발발 후 단 15일만에 왜군에 한양을 빼앗기며 절체절명의 위기에 놓인다.조선을 단숨에 점령한 왜군은 명나라로 향하는 야망을 꿈꾸며 대규모 병역을 부산포로 집결시킨다.한편, 이순신 장군은 연이은 전쟁의 패배와 선조마저 의주로 파천하며 수세에 몰린 상황에서도조선을 구하기 위해 전술을 고민하며 출전을 준비한다.하지만 앞선 전투에서 손상을 입은 거북선의 출정이 어려워지고,거북선의 도면마저 왜군의 첩보에 의해 도난 당하게 되는데…왜군은 연승에 힘입어 그 우세로 한산도 앞바다로 향하고,이순신 장군은 조선의 운명을 가를 전투를 위해 필사의 전략을 준비한다.1592년 여름, 음력 7월 8일 한산도 앞바다,압도적인 승리가 필요한 조선의 운명을 건 지상 최고의 해전이 펼쳐진다.",https://movie.daum.net/moviedb/main?movieId=139666
2022,5,공조2: 인터내셔날,22.09.07,"6,982,940",15세이상관람가,"공조 이즈 백! 이번엔 삼각 공조다!남한으로 숨어든 글로벌 범죄 조직을 잡기 위해 새로운 공조 수사에 투입된 북한 형사 ‘림철령’(현빈).수사 중의 실수로 사이버수사대로 전출됐던 남한 형사 ‘강진태’(유해진)는 광수대 복귀를 위해 모두가 기피하는 ‘철령’의 파트너를 자청한다. 이렇게 다시 공조하게 된 ‘철령’과 ‘진태’!‘철령’과 재회한 ‘민영’(임윤아)의 마음도 불타오르는 가운데,‘철령’과 ‘진태’는 여전히 서로의 속내를 의심하면서도 나름 그럴싸한 공조 수사를 펼친다.드디어 범죄 조직 리더인 ‘장명준’(진선규)의 은신처를 찾아내려는 찰나,미국에서 날아온 FBI 소속 ‘잭’(다니엘 헤니)이 그들 앞에 나타나는데…!아직도 짠내 나는 남한 형사,여전한 엘리트 북한 형사,그리고 FBI 소속 해외파 형사까지!각자의 목적으로 뭉친 그들의 짜릿한 공조 수사가 시작된다!",https://movie.daum.net/moviedb/main?movieId=147615
2022,6,닥터 스트레인지: 대혼돈의 멀티버스,22.05.04,"5,884,595",12세이상관람가,"지금껏 본 적 없는 마블의 극한 상상력!5월, 광기의 멀티버스가 깨어난다!끝없이 균열되는 차원과 뒤엉킨 시공간의 멀티버스가 열리며오랜 동료들, 그리고 차원을 넘어 들어온 새로운 존재들을 맞닥뜨리게 된 `닥터 스트레인지`.대혼돈 속, 그는 예상치 못한 극한의 적과 맞서 싸워야만 하는데….",https://movie.daum.net/moviedb/main?movieId=127221
2022,7,헌트,22.08.10,"4,352,407",15세이상관람가,"조직 내 숨어든 스파이를 색출하라! `사냥꾼`이 될 것인가, `사냥감`이 될 것인가! 망명을 신청한 북한 고위 관리를 통해 정보를 입수한안기부 해외팀 `박평호`(이정재)와 국내팀 `김정도`(정우성)는조직 내 숨어든 스파이 `동림` 색출 작전을 시작한다.스파이를 통해 일급 기밀사항들이 유출되어 위기를 맞게 되자날 선 대립과 경쟁 속, 해외팀과 국내팀은 상대를 용의선상에 올려두고조사에 박차를 가한다.찾아내지 못하면 스파이로 지목이 될 위기의 상황,서로를 향해 맹렬한 추적을 펼치던 `박평호`와 `김정도`는 감춰진 실체에 다가서게 되고,마침내 `대한민국 1호 암살 작전`이라는 거대한 사건과 직면하게 되는데……하나의 목표, 두 개의 총구의심과 경계 속 두 남자의 신념을 건 작전이 시작된다",https://movie.daum.net/moviedb/main?movieId=143289
2022,8,올빼미,22.11.23,"3,327,117",15세이상관람가,"맹인이지만 뛰어난 침술 실력을 지닌 ‘경수’는어의 ‘이형익’에게 그 재주를 인정받아 궁으로 들어간다.그 무렵, 청에 인질로 끌려갔던 ‘소현세자’가 8년 만에 귀국하고,‘인조’는 아들을 향한 반가움도 잠시 정체 모를 불안감에 휩싸인다.그러던 어느 밤, 어둠 속에서는 희미하게 볼 수 있는 ‘경수’가‘소현세자’의 죽음을 목격하게 되고진실을 알리려는 찰나 더 큰 비밀과 음모가 드러나며목숨마저 위태로운 상황에 빠진다.아들의 죽음 후 ‘인조’의 불안감은 광기로 변하여 폭주하기 시작하고세자의 죽음을 목격한 ‘경수’로 인해 관련된 인물들의 민낯이 서서히 드러나게 되는데...",https://movie.daum.net/moviedb/main?movieId=149380
2022,9,쥬라기 월드: 도미니언,22.06.01,"2,837,413",12세이상관람가,"이제 모든 것이 끝난다,지상 최대 블록버스터의 압도적 피날레!공룡들의 터전이었던 이슬라 누블라 섬이 파괴된 후,마침내 공룡들은 섬을 벗어나 세상 밖으로 출몰한다. 지상에 함께 존재해선 안 될 위협적 생명체인 공룡의 등장으로인류 역사상 겪어보지 못한 사상 최악의 위기를 맞이한 인간들.지구의 최상위 포식자 자리 걸고 인간과 공룡의 최후의 사투가 펼쳐진다",https://movie.daum.net/moviedb/main?movieId=139235
2022,10,마녀(魔女) Part2. The Other One,22.06.15,"2,806,501",15세이상관람가,"통제불능의 존재가 세상 밖으로 나왔다!‘자윤’이 사라진 뒤,정체불명의 집단의 무차별 습격으로 마녀 프로젝트가 진행되고 있는 ‘아크’가 초토화된다. 그곳에서 홀로 살아남은 ‘소녀’는 생애 처음 세상 밖으로 발을 내딛고 우연히 만난 ‘경희’의 도움으로 농장에서 지내며 따뜻한 일상에 적응해간다.한편, ‘소녀’가 망실되자 행방을 쫓는 책임자 ‘장’과 마녀 프로젝트의 창시자 ‘백총괄’의 지령을 받고 제거에 나선 본사 요원 ‘조현’, ‘경희’의 농장 소유권을 노리는 조직의 보스 ‘용두’와 상해에서 온 의문의 4인방까지 각기 다른 목적을 지닌 세력이 하나 둘 모여들기 시작하면서 ‘소녀’ 안에 숨겨진 본성이 깨어나는데...모든 것의 시작,더욱 거대하고 강력해진 마녀가 온다.",https://movie.daum.net/moviedb/main?movieId=146758
2022,11,토르: 러브 앤 썬더,22.07.06,"2,716,306",12세이상관람가,"""신을 죽이는 자, 신이 상대한다!""슈퍼 히어로 시절이여, 안녕!이너피스를 위해 자아 찾기 여정을 떠난 천둥의 신 '토르'그러나, 우주의 모든 신들을 몰살하려는 신 도살자 '고르'의 등장으로'토르'의 안식년 계획은 산산조각 나버린다.'토르'는 새로운 위협에 맞서기 위해,'킹 발키리', '코르그', 그리고 전 여자친구 '제인'과 재회하게 되는데..그녀가 묠니르를 휘두르는 '마이티 토르'가 되어 나타나 모두를 놀라게 한다.이제, 팀 토르는 '고르'의 복수에 얽힌 미스터리를 밝히고더 큰 전쟁을 막기 위한 전 우주적 스케일의 모험을 시작하는데...7월 6일, 우주 최고의 ‘갓’ 매치가 시작된다!",https://movie.daum.net/moviedb/main?movieId=133965
2022,12,미니언즈2,22.07.20,"2,269,033",전체관람가,"오랜마니언!세계 최고의 슈퍼 악당을 꿈꾸는 미니보스 ‘그루’와 그를 따라다니는 미니언들.어느 날 그루는 최고의 악당 조직 ‘빌런6’의 마법 스톤을 훔치는데 성공하지만뉴페이스 미니언 ‘오토’의 실수로 스톤을 잃어버리고 빌런6에게 납치까지 당한다.미니보스를 구하기 위해 잃어버린 스톤을 되찾아야 하는 ‘오토’, 그리고 쿵푸를 마스터해야 하는 ‘케빈’, ‘스튜어트’, ‘밥’!올여름 극장가를 점령할 MCU(미니언즈 시네마틱 유니버스)가 돌아온다!",https://movie.daum.net/moviedb/main?movieId=132346
2022,13,블랙 팬서: 와칸다 포에버,22.11.09,"2,105,834",12세이상관람가,"“와칸다를 지켜라!”거대한 두 세계의 충돌, 운명을 건 최후의 전투가 시작된다! 국왕이자 ‘블랙 팬서’인 '티찰라'의 죽음 이후수많은 강대국으로부터 위협을 받게 된 '와칸다'.'라몬다', '슈리' 그리고 '나키아', '오코예, '음바쿠'는각자 사명감을 갖고 '와칸다'를 지키기 위해 외로운 싸움을 이어간다.한편, 비브라늄의 패권을 둘러싼 미스터리한 음모와 함께깊은 해저에서 모습을 드러낸 최강의 적 '네이머'와 '탈로칸'의 전사들은'와칸다'를 향해 무차별 공격을 퍼붓기 시작하는데…",https://movie.daum.net/moviedb/main?movieId=133423
2022,14,비상선언,22.08.03,"2,058,869",12세이상관람가,"‘비상선언’: 재난 상황에 직면한 항공기가 더 이상 정상적인 운항이 불가능하여,무조건적인 착륙을 요청하는 비상사태를 뜻하는 항공 용어베테랑 형사 팀장 인호(송강호)는 비행기 테러 예고 영상 제보를 받고 사건을 수사하던 중용의자가 실제로 KI501 항공편에 타고 있음을 파악한다.딸의 치료를 위해 비행 공포증임에도 불구하고 하와이로 떠나기로 한 재혁(이병헌)은주변을 맴돌며 위협적인 말을 하는 낯선 이가 신경 쓰인다.인천에서 하와이로 이륙한 KI501 항공편에서 원인불명의 사망자가 나오고,비행기 안은 물론 지상까지 혼란과 두려움의 현장으로 뒤바뀐다.이 소식을 들은 국토부 장관 숙희(전도연)는 대테러센터를 구성하고비행기를 착륙시킬 방법을 찾기 위해 긴급회의를 소집하는데…",https://movie.daum.net/moviedb/main?movieId=134717
2022,15,스파이더맨: 노 웨이 홈,21.12.15,"7,551,990",12세이상관람가,‘미스테리오’의계략으로세상에정체가탄로난스파이더맨‘피터파커’는하루아침에평범한일상을잃게된다.문제를해결하기위해‘닥터스트레인지’를찾아가도움을청하지만뜻하지않게멀티버스가열리면서각기다른차원의불청객들이나타난다.‘닥터옥토퍼스’를비롯해스파이더맨에게깊은원한을가진숙적들의강력한공격에‘피터파커’는사상최악의위기를맞게되는데…,https://movie.daum.net/moviedb/main?movieId=146656
2022,16,육사오(6/45),22.08.24,"1,980,773",12세이상관람가,"“45개 번호 중에 6개 맞히면 1등인 육사오라는 종이쪼가리,내가 주웠지 말입니다”우연히 1등 당첨 로또를 주운 말년 병장 ‘천우’.심장이 터질듯한 설렘도 잠시, 순간의 실수로 바람을 타고 군사분계선을 넘어간 로또.바사삭 부서진 멘탈을 부여잡고…기필코 다시 찾아야 한다!우연히 남쪽에서 넘어온 1등 당첨 로또를 주운 북한 병사 ‘용호’.이거이 남조선 인민의 고혈을 쥐어 짜내는 육사오라는 종이쪼가리란 말인가?근데 무려 당첨금이 57억이라고?!당첨금을 눈앞에서 놓칠 위기에 처한 ‘천우’와북에선 한낱 종이쪼가리일 뿐일 로또를 당첨금으로 바꿔야 하는 ‘용호’.여기에 예상치 못한 멤버들(?)까지 합류하고 57억을 사수하기 위한 3:3팀이 결성되는데…주운 자 VS 또 주운 자아슬아슬 선 넘는 지분 협상이 시작된다!",https://movie.daum.net/moviedb/main?movieId=142869
2022,17,헤어질 결심,22.06.29,"1,895,902",15세이상관람가,"산 정상에서 추락한 한 남자의 변사 사건.담당 형사 `해준`(박해일)은사망자의 아내 `서래`(탕웨이)와 마주하게 된다.“산에 가서 안 오면 걱정했어요, 마침내 죽을까 봐.”남편의 죽음 앞에서 특별한 동요를 보이지 않는 `서래`.경찰은 보통의 유가족과는 다른 `서래`를 용의선상에 올린다.`해준`은 사건 당일의 알리바이 탐문과 신문,잠복수사를 통해 `서래`를 알아가면서그녀에 대한 관심이 점점 커져가는 것을 느낀다.한편, 좀처럼 속을 짐작하기 어려운 `서래`는상대가 자신을 의심한다는 것을 알면서도조금의 망설임도 없이 `해준`을 대하는데….진심을 숨기는 용의자용의자에게 의심과 관심을 동시에 느끼는 형사그들의 <헤어질 결심>",https://movie.daum.net/moviedb/main?movieId=144854
2022,18,외계+인 1부,22.07.20,"1,539,364",12세이상관람가,"“아주 오래전부터 외계인은 그들의 죄수를인간의 몸에 가두어 왔다”2022년 현재, `가드`(김우빈)와 `썬더`는 인간의 몸에 가두어진 외계인 죄수를 관리하며 지구에 살고 있다.어느 날, 서울 상공에 우주선이 나타나고형사 `문도석`(소지섭)은 기이한 광경을 목격하게 되는데..한편, 630년 전 고려에선 얼치기 도사 `무륵`(류준열)과 천둥 쏘는 처자 `이안`(김태리)이엄청난 현상금이 걸린 신검을 차지하기 위해 서로를 속고 속이는 가운데신검의 비밀을 찾는 두 신선 `흑설`(염정아)과 `청운`(조우진),가면 속의 `자장`(김의성)도 신검 쟁탈전에 나선다.그리고 우주선이 깊은 계곡에서 빛을 내며 떠오르는데…2022년 인간 속에 수감된 외계인 죄수를 쫓는 이들1391년 고려 말 소문 속의 신검을 차지하려는 도사들시간의 문이 열리고모든 것이 바뀌기 시작했다!",https://movie.daum.net/moviedb/main?movieId=139606
